pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
LTT 3780 c,LTT 3780,12.252284,2.39,8.04
HAT-P-67 b,HAT-P-67,4.8101025,23.371,108.0622
55 Cnc d,55 Cnc,5574.2,13.0,1232.493
K2-268 d,K2-268,4.528598,1.49,2.83
K2-222 b,K2-222,15.38857,2.35,8.7
HD 219134 h,HD 219134,2247.0,12.7,108.0622
LHS 3844 b,LHS 3844,0.46292913,1.303,2.25
Kepler-1064 b,Kepler-1064,16.54080322,1.55,3.02
Kepler-1078 b,Kepler-1078,3.00725242,1.9,4.27
Kepler-170 b,Kepler-170,7.930592,3.2,82.6
Kepler-172 d,Kepler-172,14.627119,2.25,5.69
Kepler-1731 b,Kepler-1731,21.76129913,2.933,8.92
Kepler-1089 b,Kepler-1089,5.13248562,1.83,4.01
HD 118203 c,HD 118203,5070.0,12.4,3527.89532
WASP-47 e,WASP-47,0.78961,1.83,9.0
K2-18 c,K2-18,8.962,2.65,7.51
K2-155 b,K2-155,6.342,1.8,3.89
TOI-2211.01,TOI-2211,3.09268676,1.561,3.06
HD 63433 d,HD 63433,4.209075,1.073,1.25
K2-115 b,K2-115,20.2729914,11.803,321.00669
Kepler-1990 c,Kepler-1990,4.06844957,0.98,0.904
Kepler-1991 c,Kepler-1991,22.79020351,2.57,7.13
Kepler-1992 b,Kepler-1992,15.6112238,0.91,0.693
Kepler-1409 b,Kepler-1409,0.76486493,1.04,1.12
Kepler-1485 b,Kepler-1485,19.9157725,1.47,2.76
Kepler-1541 b,Kepler-1541,8.40691199,1.16,1.65
K2-181 b,K2-181,6.893813,2.836,8.43
K2-182 b,K2-182,4.7369696,2.713,20.97667
HAT-P-23 b,HAT-P-23,1.212884,15.334,664.237
WASP-38 b,WASP-38,6.87188,13.787,1093.3352
WASP-41 b,WASP-41,3.0524,12.33,270.1555
TOI-1266 c,TOI-1266,18.801611,2.13,2.88
HATS-49 b,HATS-49,4.1480467,8.575,112.19399
HD 75898 b,HD 75898,422.82,13.2,810.46244
HATS-4 b,HATS-4,2.516729,11.433,420.471
WASP-60 b,WASP-60,4.305,9.864,174.8065
HD 136352 d,HD 136352,107.245,2.562,8.82
L 98-59 b,L 98-59,2.2531136,0.85,0.4
L 98-59 d,L 98-59,7.4507245,1.521,1.94
L 98-59 e,L 98-59,12.796,1.56,3.06
K2-204 b,K2-204,7.055908,3.172,10.2
TOI-1294 b,TOI-1294,3.915292,10.124,63.9
TOI-1062 c,TOI-1062,7.972,3.1,9.78
KELT-9 b,KELT-9,1.4811235,21.196,915.3504
HAT-P-3 b,HAT-P-3,2.8997,10.536,206.5895
TOI-1173 b,TOI-1173,7.06466,9.19,27.4
TOI-421 b,TOI-421,5.197576,2.64,6.7
HAT-P-27 b,HAT-P-27,3.039577,11.43,197.05
GJ 3470 b,GJ 3470,3.3366496,4.57,13.9
WASP-88 b,WASP-88,4.954,16.365,133.4886
Kepler-426 b,Kepler-426,3.21751883,12.22,108.06
Kepler-206 c,Kepler-206,13.137471,1.77,3.78
Kepler-164 b,Kepler-164,5.03503,1.41,2.57
Kepler-164 d,Kepler-164,28.986769,2.45,6.57
Kepler-209 b,Kepler-209,16.087845,2.26,5.73
Kepler-1846 b,Kepler-1846,14.82009983,1.764,3.76
Kepler-1848 b,Kepler-1848,5.60402012,1.409,2.57
Kepler-185 b,Kepler-185,1.6329,1.17,1.71
Kepler-1882 b,Kepler-1882,13.78730011,1.487,2.81
Kepler-189 c,Kepler-189,20.134866,2.38,22.7
Kepler-19 b,Kepler-19,9.28699,2.209,6.1
Kepler-1947 b,Kepler-1947,6.9636302,1.01,1.01
Kepler-197 c,Kepler-197,10.349695,1.23,5.3
HD 25015 b,HD 25015,6134.427,12.5,2884.92845
HD 220689 b,HD 220689,2266.4,13.7,381.39409
HD 23596 b,HD 23596,1535.11912,12.4,3786.60764
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,,10.5,77.86796
HATS-53 b,HATS-53,3.8537768,15.02,189.10885
TOI-5174 b,TOI-5174,12.214286,5.351,24.8
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,,13.8,301.93699
KELT-14 b,KELT-14,1.7100566,19.537,408.09372
TOI-813 b,TOI-813,83.8911,6.71,36.4
WASP-173 A b,WASP-173 A,1.38665318,13.451,1172.7927
GJ 2126 b,GJ 2126,272.7,13.6,413.17693
TOI-5027 b,TOI-5027,10.24368,10.761,642.01338
TOI-1859 b,TOI-1859,63.48347,9.752,68.6
TOI-2406 b,TOI-2406,3.0766891,2.86,15.6
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,,14.2,162.09249
GJ 3138 b,GJ 3138,1.22003,1.18,1.78
HD 148164 b,HD 148164,328.55,13.7,390.9309
EPIC 228836835 b,EPIC 228836835,0.728113,1.1,1.37
K2-270 c,K2-270,4.400028,2.95,9.01
HD 24064 b,HD 24064,535.59998,12.3,4096.8287
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,,6.45,34.0
BD-06 1339 b,BD-06 1339,3.8728,2.85,8.5
Kepler-1102 b,Kepler-1102,51.3285623,2.66,7.56
Kepler-1194 b,Kepler-1194,16.22371307,1.51,2.89
Kepler-1198 b,Kepler-1198,7.6847716,1.47,2.76
K2-146 c,K2-146,4.00498,2.19,7.49
Pr0211 c,Pr0211,4850.0,12.6,2475.8957
K2-172 c,K2-172,29.62682,3.206,10.4
XO-4 b,XO-4,4.12508,14.011,451.3186
Kepler-300 c,Kepler-300,40.714955,2.25,5.69
Kepler-893 b,Kepler-893,6.33855761,3.03,9.43
GJ 393 b,GJ 393,7.02679,1.17,1.71
EPIC 206042996 c,EPIC 206042996,0.354884,1.2,1.87
K2-55 b,K2-55,2.849258,3.82,14.0
K2-159 b,K2-159,12.42205,2.26,5.73
HD 332231 b,HD 332231,18.712024,9.073,74.1
V1298 Tau d,V1298 Tau,12.4032,6.41,98.52681
WASP-186 b,WASP-186,5.026799,12.442,1341.2426
XO-7 b,XO-7,2.8641424,15.39,225.34147
WASP-8 b,WASP-8,8.15872,12.666,807.2882
K2-377 b,K2-377,12.832235,1.693,3.51
2MASS J11011926-7732383 b,2MASS J11011926-7732383,,11.9,8899.1954
WASP-72 b,WASP-72,2.21673,14.46,731.009
K2-72 e,K2-72,24.158868,1.29,2.21
K2-385 b,K2-385,2.380867,1.539,2.98
WASP-192 b,WASP-192,2.8786765,13.787,731.009
TOI-2266 b,TOI-2266,2.326318,1.54,2.99
HD 66428 b,HD 66428,2269.81726,12.4,3478.94974
HD 70642 b,HD 70642,2124.54,13.0,1239.53079
LkCa 15 c,LkCa 15,,,
MXB 1658-298 b,MXB 1658-298,760.0,12.0,7532.571
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,14.1,200.0
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,,4.43,18.0
HIP 91258 b,HIP 91258,5.0505,13.7,346.4347
BD+15 2375 b,BD+15 2375,153.22,13.8,337.21763
HD 111232 c,HD 111232,26472.44623,12.2,5740.93452
EPIC 206042996 b,EPIC 206042996,5.2986,1.7,3.53
CoRoT-21 b,CoRoT-21,2.72474,14.572,718.2958
HD 14787 b,HD 14787,676.6,13.7,356.28743
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,5.118,14.0,127.132
GJ 1148 c,GJ 1148,532.58,9.71,68.06
EPIC 229004835 b,EPIC 229004835,16.141132,2.332,10.4
TOI-431 c,TOI-431,4.8494,1.49,2.83
CoRoT-26 b,CoRoT-26,4.20474,14.12,165.26
K2-281 b,K2-281,8.687721,8.18,50.9
HAT-P-44 c,HAT-P-44,872.2,13.0,1271.3
K2-32 b,K2-32,8.992,5.299,15.0
Kepler-718 b,Kepler-718,2.0523499,16.56,
K2-98 b,K2-98,10.1367349,5.066,34.00764
K2-226 b,K2-226,3.27109,1.539,2.98
K2-371 b,K2-371,3.114905,13.024,
KELT-3 b,KELT-3,2.70339,17.486,616.5902
HATS-65 b,HATS-65,3.105161,16.825,260.93843
K2-317 b,K2-317,6.22,2.93,8.91
HD 92788 b,HD 92788,325.803,13.0,1195.0408
K2-243 b,K2-243,11.54182,2.17,5.35
TOI-4087 b,TOI-4087,3.1774835,13.047,232.01474
TOI-1443 b,TOI-1443,23.540678,2.304,30.0
HAT-P-2 b,HAT-P-2,5.6335158,10.66,2866.81223
K2-351 b,K2-351,7.806164,2.54,6.99
TOI-1386 c,TOI-1386,232.0,10.3,75.2
Kepler-1517 b,Kepler-1517,5.54608367,9.76,68.7
WASP-177 b,WASP-177,3.071722,17.71,161.45764
KELT-19 A b,KELT-19 A,4.6117093,21.409,1293.5681
K2-225 b,K2-225,15.8723,3.609,12.7
CoRoT-10 b,CoRoT-10,13.2406,10.87,874.0
bet Cnc b,bet Cnc,605.2,12.6,2479.0
mu Leo b,mu Leo,357.8,13.3,762.8
HD 30562 b,HD 30562,1157.0,13.6,467.20776
HD 125271 b,HD 125271,14901.99295,12.4,3465.60095
HD 111591 b,HD 111591,1056.4,12.9,1398.452
HD 109988 b,HD 109988,17132.15854,12.1,6935.33367
TOI-1669 b,TOI-1669,500.0,14.1,191.0
NGTS-23 b,NGTS-23,4.0764326,14.202,194.82881
TOI-3071 b,TOI-3071,1.266938,7.16,68.2
TOI-3261 b,TOI-3261,0.8831331,3.82,30.3
TOI-3331 A b,TOI-3331 A,2.0180231,12.98,721.47048
Teegarden's Star d,Teegarden's Star,26.13,0.954,0.82
Kepler-526 b,Kepler-526,5.45849832,1.99,4.62
Kepler-31 c,Kepler-31,42.6318,5.3,1493.7
HD 112640 b,HD 112640,613.2,12.9,1589.15
Kepler-1674 b,Kepler-1674,62.5611,3.206,10.4
KOI-351 f,KOI-351,124.9144,2.88,8.65
Kepler-122 b,Kepler-122,5.766193,2.34,6.08
Kepler-1258 b,Kepler-1258,0.98494017,0.86,0.566
Kepler-1488 b,Kepler-1488,39.8189932,1.86,4.12
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,,13.0,1166.43025
TOI-784 b,HD 307842,2.7970365,1.93,9.67
rho CrB e,rho CrB,12.949,1.77,3.79
Kepler-1693 c,Kepler-1693,5.36370993,0.977,0.894
Kepler-9 d,Kepler-9,1.592851,1.64,8.41466
2MASS J02192210-3925225 b,2MASS J02192210-3925225,,16.141,4417.837
L 98-59 c,L 98-59,3.6906777,1.385,2.22
Kepler-235 c,Kepler-235,7.824904,1.28,2.18
Kepler-235 d,Kepler-235,20.060548,2.05,4.86
Kepler-1757 b,Kepler-1757,19.65640068,2.947,8.99
Kepler-1341 b,Kepler-1341,132.9968322,2.99,9.22
Kepler-224 d,Kepler-224,11.349393,2.3,5.9
Kepler-12 b,Kepler-12,4.4379629,19.661,137.30256
Kepler-1038 c,Kepler-1038,7.1276598,1.416,2.59
Kepler-424 c,Kepler-424,223.3,12.7,2215.18
Kepler-243 b,Kepler-243,5.715442,2.45,6.57
Kepler-1784 b,Kepler-1784,13.59049988,2.799,8.24
Kepler-1788 b,Kepler-1788,2.80012012,2.379,6.25
HD 89744 b,HD 89744,256.78,12.6,2653.8805
Kepler-198 b,Kepler-198,17.790037,2.82,8.35
Kepler-1772 b,Kepler-1772,3.21509004,2.686,7.68
Kepler-1488 c,Kepler-1488,6.15826988,1.652,3.37
Kepler-218 d,Kepler-218,124.5244647,2.66,7.56
Kepler-384 b,Kepler-384,22.597053,1.12,1.46
Kepler-191 d,Kepler-191,5.94504102,2.28,5.82
Kepler-886 b,Kepler-886,6.24146367,1.52,2.92
Kepler-219 c,Kepler-219,22.714613,3.58,12.5
TOI-2196 b,TOI-2196,1.1947268,3.51,26.0
HIP 21152 b,HIP 21152,22000.0,12.0,7627.88177
EPIC 206024342 b,EPIC 206024342,4.50756,1.7,3.53
K2-108 b,K2-108,4.733999,5.33,59.4
HATS-64 b,HATS-64,4.908897,18.82,305.1168
HATS-67 b,HATS-67,1.6091788,18.887,460.8535
TOI-815 c,TOI-815,34.976145,2.62,23.5
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,,13.7,397.0
Kepler-1379 b,Kepler-1379,0.88184115,1.3,2.24
Kepler-1386 b,Kepler-1386,6.73972381,1.24,2.07
Kepler-1396 b,Kepler-1396,18.2206421,2.07,4.94
Kepler-14 b,Kepler-14,6.790123,12.733,2669.66
Kepler-100 d,Kepler-100,35.3331,1.61,3.0
Kepler-1388 d,Kepler-1388,20.9568158,2.86,8.55
Kepler-1311 c,Kepler-1311,2.53573424,1.22,1.98
Kepler-112 b,Kepler-112,8.408878,2.36,6.17
WASP-47 c,WASP-47,589.57,,447.0
Kepler-1394 b,Kepler-1394,3.93766373,1.39,2.51
Kepler-1036 b,Kepler-1036,122.8808058,3.01,9.32
Kepler-527 b,Kepler-527,13.28535633,2.84,8.45
Kepler-1492 b,Kepler-1492,16.75255007,1.49,2.83
Kepler-1100 b,Kepler-1100,6.42200058,1.75,3.71
Kepler-385 c,Kepler-385,15.163161,3.04,13.2
Kepler-336 d,Kepler-336,20.678772,2.37,6.21
Kepler-296 c,Kepler-296,5.8416366,2.0,4.66
Kepler-296 d,Kepler-296,19.850291,2.09,5.02
Kepler-296 e,Kepler-296,34.14211,1.53,2.96
Kepler-117 c,Kepler-117,50.790391,12.341,584.78
Kepler-18 c,Kepler-18,7.64159,5.49,17.3
Kepler-356 b,Kepler-356,4.612696,1.57,3.09
Kepler-150 c,Kepler-150,7.381998,3.69,13.2
TOI-880.02,TOI-880,2.5735943,2.778,8.14
Kepler-1606 b,Kepler-1606,196.435224,2.07,4.94
Kepler-1610 b,Kepler-1610,8.70181574,1.61,3.22
Kepler-1612 b,Kepler-1612,3.91795101,1.03,1.08
Kepler-26 e,Kepler-26,46.827915,2.41,6.39
LP 791-18 c,LP 791-18,4.9899093,2.438,7.1
Ross 128 b,Ross 128,9.8658,1.11,1.4
GJ 27.1 b,GJ 27.1,15.819,3.66,13.0
HD 102365 b,HD 102365,122.1,4.14,16.0
Luhman 16 b,Luhman 16 A,9697.0,11.9,9344.15517
TOI-3894 b,TOI-3894,4.33454,15.278,260.61929
CoRoT-36 b,CoRoT-36,5.616531,15.805,216.12332
Kepler-184 c,Kepler-184,20.303005,1.97,8.8
Kepler-128 b,Kepler-128,15.0,1.421,3.79
Kepler-327 b,Kepler-327,2.549575,1.11,1.41
HD 220197 b,HD 220197,1728.0,9.32,63.566
Kepler-1449 b,Kepler-1449,13.2274528,1.68,3.46
HIP 29442 d,HD 42813,6.429575,1.538,5.14
HD 142 c,HD 142,10159.64279,12.4,3464.64746
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,,14.1,181.16219
DMPP-4 b,DMPP-4,3.4982,3.53,12.2
HD 36384 b,HD 36384,490.0,12.7,2097.66749
HAT-P-61 b,HAT-P-61,1.90231289,10.077,335.94463
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,,12.1,6038.73973
OGLE-TR-113 b,OGLE-TR-113,1.4324752,12.251,400.449
HATS-2 b,HATS-2,1.35413379,12.576,435.42492
WASP-43 b,WASP-43,0.813475,10.424,565.714
TOI-128.01,TOI-128,4.9404681,2.219,5.56
HD 109833 b,HD 109833,9.188526,2.888,8.69
HD 18599 b,HD 18599,4.1374354,2.6,24.1
WASP-6 b,WASP-6,3.36101,11.545,117.5971
TOI-1450 A b,TOI-1450 A,2.0439274,1.13,1.258
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,,12.9,1385.73185
Teegarden's Star b,Teegarden's Star,4.90634,1.05,1.16
WASP-150 b,WASP-150,5.644207,11.994,2688.8418
WASP-114 b,WASP-114,1.5487743,15.009,562.24127
gam1 Leo b,gam1 Leo,428.5,12.5,2790.43
WASP-25 b,WASP-25,3.76483,11.994,139.8452
K2-274 b,K2-274,14.1330314,2.08,4.98
WASP-161 b,WASP-161,5.4060425,12.812,791.3967
WASP-167 b,WASP-167,2.0219596,17.71,2542.64
Kepler-147 b,Kepler-147,12.610584,1.53,2.96
KELT-18 b,KELT-18,2.8717518,17.598,375.0394
TOI-530 b,TOI-530,6.387597,9.303,127.13136
HD 110067 c,HD 110067,13.673694,2.388,6.3
TOI-712 d,TOI-712,84.8396,2.474,6.68
TOI-2202 c,TOI-2202,24.6744,13.4,117.27868
TOI-500 e,TOI-500,61.3,3.99,15.05
Kepler-338 b,Kepler-338,13.726976,2.44,30.6
Kepler-100 e,Kepler-100,60.888588,5.27,24.14272
Kepler-873 b,Kepler-873,20.5533844,3.75,13.5
Kepler-1658 b,Kepler-1658,3.84937278,11.994,1868.8404
Kepler-329 c,Kepler-329,18.684737,1.93,4.38
WASP-26 b,WASP-26,2.7566,13.563,270.1555
K2-180 b,K2-180,8.865663,2.466,11.41004
PH2 b,PH2,282.52542,9.337,87.08498
Kepler-150 f,Kepler-150,637.2093,3.64,12.9
Kepler-419 b,Kepler-419,69.7546,10.8,794.5
Kepler-910 b,Kepler-910,2.36436901,0.82,0.477
Kepler-480 b,Kepler-480,4.9195838,2.78,8.15
Kepler-1209 b,Kepler-1209,25.369116,1.51,2.89
Kepler-1786 b,Kepler-1786,78.5460968,3.163,10.1
Kepler-102 d,Kepler-102,10.311767,1.154,3.0
Kepler-1491 c,Kepler-1491,61.569765,2.44,6.53
Kepler-1763 b,Kepler-1763,1.48028004,1.147,1.59
K2-242 b,K2-242,6.51389,2.54,6.99
TOI-1273 b,TOI-1273,4.631296,11.097,70.55791
TOI-406.01,TOI-406,13.175682,2.08,6.57
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,,10.6,79.4571
Kepler-515 b,Kepler-515,19.96371318,1.46,2.73
K2-111 b,K2-111,5.3518,1.82,5.58
Kepler-399 c,Kepler-399,26.67569,1.43,2.63
Kepler-1649 b,Kepler-1649,8.689099,1.017,1.03
Kepler-633 b,Kepler-633,8.50340718,1.63,3.29
Kepler-216 b,Kepler-216,7.693641,2.35,6.12
Kepler-334 c,Kepler-334,12.758005,1.43,2.63
Kepler-115 b,Kepler-115,2.403679,1.09,1.32
Kepler-140 b,Kepler-140,3.25427,1.61,3.22
Kepler-313 b,Kepler-313,14.970418,2.53,6.94
Kepler-864 c,Kepler-864,2.42150341,1.62,3.26
Kepler-348 b,Kepler-348,7.05677,1.52,2.92
Kepler-350 b,Kepler-350,11.189562,1.85,4.08
Kepler-1234 b,Kepler-1234,11.94014029,2.81,8.3
Kepler-48 f,Kepler-48,5219.681854,13.8,298.581
Kepler-275 d,Kepler-275,35.676062,3.33,11.1
Kepler-274 b,Kepler-274,11.634788,1.54,2.99
Kepler-679 b,Kepler-679,12.39358604,3.01,9.32
Kepler-348 c,Kepler-348,17.265427,1.33,2.33
Kepler-1542 d,Kepler-1542,5.99273738,0.87,0.59
Kepler-1477 b,Kepler-1477,11.55530021,1.18,1.76
Kepler-40 b,Kepler-40,6.87349,13.11,699.2
Kepler-1966 b,Kepler-1966,8.61742973,1.105,1.39
Kepler-336 b,Kepler-336,2.024823,1.02,1.04
Kepler-196 c,Kepler-196,47.427737,2.24,5.65
Kepler-326 d,Kepler-326,6.766888,1.21,6.9
Kepler-1790 b,Kepler-1790,31.58889961,3.145,10.0
Kepler-682 b,Kepler-682,12.61190667,7.37,42.6
Kepler-444 b,Kepler-444,3.6001053,0.403,0.0374
Kepler-1641 c,Kepler-1641,32.657212,2.95,9.01
Kepler-351 c,Kepler-351,57.24809,3.19,11.1
Kepler-880 c,Kepler-880,11.8061737,2.87,8.6
K2-268 f,K2-268,26.27057,2.23,5.6
TOI-178 c,TOI-178,3.23845,1.669,4.77
TOI-2018 b,TOI-2018,7.435583,2.268,9.2
TOI-782 b,TOI-782,8.0240015,2.734,19.1
Kepler-286 c,Kepler-286,3.468095,1.37,2.45
Kepler-1653 b,Kepler-1653,140.2524,2.17,5.35
Kepler-1147 b,Kepler-1147,10.62784997,2.61,7.32
Kepler-226 d,Kepler-226,8.109044,1.22,1.98
Kepler-1266 b,Kepler-1266,28.474748,2.58,7.18
Kepler-1398 b,Kepler-1398,2.78815679,0.9,0.666
Kepler-845 b,Kepler-845,0.92785982,2.04,4.82
TOI-1386 b,TOI-1386,25.8401,6.216,45.8
HAT-P-68 b,HAT-P-68,2.29840551,12.016,230.10892
Kepler-1108 b,Kepler-1108,4.51005748,1.46,2.73
Kepler-1242 b,Kepler-1242,13.62798432,2.26,5.73
Kepler-344 b,Kepler-344,21.963945,2.61,7.32
Kepler-138 b,Kepler-138,10.3134,0.64,0.07
Kepler-1381 b,Kepler-1381,25.3842686,2.25,5.69
Kepler-1272 b,Kepler-1272,51.1309704,2.37,6.21
Kepler-154 b,Kepler-154,33.040532,2.26,5.73
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,,13.6,120.77479
Kepler-946 b,Kepler-946,11.79162572,1.93,4.38
Kepler-1087 b,Kepler-1087,0.69384286,0.61,0.165
Kepler-175 b,Kepler-175,11.903515,2.56,7.08
Kepler-1254 c,Kepler-1254,3.60084276,1.3,2.24
Kepler-1988 b,Kepler-1988,11.49500229,1.53,2.96
Kepler-223 d,Kepler-223,14.78869,5.24,8.0
Kepler-124 b,Kepler-124,3.410493,0.73,0.315
Kepler-368 c,Kepler-368,72.379334,3.88,14.3
Kepler-286 e,Kepler-286,29.221289,1.77,3.78
Kepler-763 b,Kepler-763,1.19655156,1.22,1.98
Kepler-1054 b,Kepler-1054,4.30655689,2.63,7.41
Kepler-101 c,Kepler-101,6.02976,1.25,3.78
Kepler-172 b,Kepler-172,2.940309,2.35,6.12
HD 156668 c,HD 156668,811.3,6.17,31.4968
K2-205 b,K2-205,26.672263,1.996,4.64
K2-209 b,K2-209,2.080615,0.869,0.586
K2-213 b,K2-213,8.13087,1.514,2.9
HIP 38594 c,HIP 38594,3477.768,7.94,48.4
CoRoT-35 b,CoRoT-35,3.22748,18.831,349.61125
Kepler-230 b,Kepler-230,32.625555,4.26,16.8
Kepler-822 b,Kepler-822,3.22296927,1.77,3.78
KOI-7368 b,KOI-7368,6.8430344,2.22,5.56
Kepler-1487 b,Kepler-1487,7.31946363,2.13,5.18
Kepler-204 b,Kepler-204,14.400974,2.53,6.94
Kepler-103 b,Kepler-103,15.9653287,3.486,9.8
Kepler-1876 b,Kepler-1876,6.99205,0.853,2.4
Kepler-1934 b,Kepler-1934,1.41975999,0.913,0.702
Kepler-1344 b,Kepler-1344,4.7683049,1.84,4.04
Kepler-1673 b,Kepler-1673,33.7888,2.936,8.93
Kepler-1052 b,Kepler-1052,34.8538276,2.93,8.91
Kepler-770 b,Kepler-770,18.92540274,2.3,5.9
Kepler-1335 b,Kepler-1335,6.26406846,1.45,2.7
Kepler-1311 b,Kepler-1311,11.1726994,1.24,2.07
Kepler-97 c,Kepler-97,789.0,,344.0
Kepler-106 e,Kepler-106,43.8445,2.56,11.17
Kepler-630 b,Kepler-630,161.4743937,3.18,10.2
Kepler-801 b,Kepler-801,11.41928253,2.0,4.66
Kepler-391 b,Kepler-391,7.416755,3.2,10.3
Kepler-263 c,Kepler-263,47.332773,2.47,6.66
Kepler-1035 b,Kepler-1035,2.71407755,1.17,1.71
Kepler-1743 b,Kepler-1743,7.64971018,1.599,3.18
Kepler-1003 b,Kepler-1003,3.55485692,1.78,3.82
Kepler-244 c,Kepler-244,9.767292,2.05,4.86
Kepler-959 b,Kepler-959,14.80074836,4.38,17.6
BD+45 564 b,BD+45 564,307.88,13.6,432.24663
Kepler-1478 b,Kepler-1478,26.0840594,1.73,3.64
KOI-984 b,KOI-984,4.2881785,4.3,17.1
KIC 10068024 b,KIC 10068024,2.073549,13.4,635.65681
Kepler-1097 b,Kepler-1097,187.747029,3.26,10.7
Kepler-1043 b,Kepler-1043,38.5053398,2.55,7.04
Kepler-546 b,Kepler-546,4.14702026,7.0,39.1
Kepler-205 b,Kepler-205,2.75564,1.51,2.89
Kepler-1689 b,Kepler-1689,8.483,0.947,0.799
Kepler-1881 b,Kepler-1881,159.3939972,2.981,9.17
Kepler-30 b,Kepler-30,29.33434,3.9,11.3
Kepler-1494 b,Kepler-1494,91.080482,3.07,9.64
Kepler-1670 b,Kepler-1670,20.4998,3.356,11.2
Kepler-1201 b,Kepler-1201,15.18725932,2.29,5.86
K2-188 b,K2-188,1.742169,1.35,2.39
Kepler-335 b,Kepler-335,6.562331,3.39,11.4
Kepler-1950 b,Kepler-1950,10.77690029,1.527,2.95
Kepler-1062 b,Kepler-1062,9.30412078,1.76,3.75
Kepler-1738 b,Kepler-1738,7.67463016,2.825,8.37
Kepler-639 b,Kepler-639,10.21420496,2.38,6.26
Kepler-1857 b,Kepler-1857,8.94340992,1.961,4.5
Kepler-1339 b,Kepler-1339,1.34155513,0.71,0.285
K2-158 b,K2-158,10.06049,2.64,7.46
K2-163 b,K2-163,6.673117,2.466,6.65
K2-187 d,K2-187,7.149584,2.4,6.35
K2-190 b,K2-190,10.098858,1.357,2.41
Kepler-593 b,Kepler-593,21.21708973,2.87,8.6
Kepler-46 c,Kepler-46,57.011,13.5,119.499
Kepler-1773 b,Kepler-1773,40.80970001,3.505,12.1
TOI-1630.01,TOI-1630,12.05573473,2.417,6.42
TOI-1683.01,TOI-1683,3.0575356,2.638,7.45
Kepler-1446 b,Kepler-1446,0.68996783,0.82,0.477
Kepler-174 d,Kepler-174,247.35373,2.19,5.43
Kepler-1264 b,Kepler-1264,0.96852602,1.18,1.76
Kepler-1483 b,Kepler-1483,9.5085156,1.52,2.92
Kepler-165 b,Kepler-165,8.180848,2.32,5.99
Kepler-161 c,Kepler-161,7.06424,2.05,11.8
K2-201 b,K2-201,1.05979,1.4,2.54
TOI-1768.01,TOI-1768,7.33770365,3.453,11.8
K2-16 b,K2-16,7.6188,2.02,4.74
K2-202 b,K2-202,3.405164,2.302,5.91
K2-186 b,K2-186,41.474219,3.172,10.2
Kepler-47 d,Kepler-47,187.366,7.04,19.02
Kepler-1118 b,Kepler-1118,38.6715075,2.74,7.95
Kepler-937 c,Kepler-937,153.343364,2.67,7.61
KIC 5437945 b,KIC 5437945,440.7813,6.4,33.6
Kepler-1560 b,Kepler-1560,3.03195744,0.89,0.64
Kepler-328 c,Kepler-328,71.312,5.4,39.4
Kepler-1459 b,Kepler-1459,62.8691611,1.36,2.42
Kepler-1044 b,Kepler-1044,6.77408868,2.67,7.61
Kepler-882 b,Kepler-882,3.98953967,1.23,2.04
Kepler-1782 b,Kepler-1782,5.75622988,2.229,5.6
Kepler-284 b,Kepler-284,12.699149,2.24,5.65
Kepler-254 c,Kepler-254,12.412183,2.15,3.2
Kepler-111 b,Kepler-111,3.341815,1.58,3.12
KOI-351 c,KOI-351,8.719375,1.19,1.81
KOI-351 h,KOI-351,331.60059,11.3,381.396
Kepler-418 c,Kepler-418,12.21829987,5.221,23.7
K2-165 b,K2-165,2.354992,1.274,2.17
LHS 1478 b,LHS 1478,1.9495378,1.242,2.33
TOI-763 b,TOI-763,5.6057,2.28,9.79
HD 28109 b,HD 28109,22.89104,2.199,18.496
Kepler-968 b,Kepler-968,3.69298373,2.0,4.66
Kepler-169 d,Kepler-169,8.348125,1.25,2.1
Kepler-312 c,Kepler-312,19.747412,3.15,10.1
Kepler-1163 b,Kepler-1163,6.11786898,1.03,1.08
Kepler-557 b,Kepler-557,3.70598955,2.67,7.61
Kepler-200 b,Kepler-200,8.594805,2.13,5.18
Kepler-1572 b,Kepler-1572,5.49548621,0.94,0.779
Kepler-716 b,Kepler-716,10.37168453,2.9,8.75
Kepler-1253 b,Kepler-1253,68.8861915,1.33,2.33
Kepler-62 d,Kepler-62,18.16406,1.95,14.0
Kepler-1392 b,Kepler-1392,15.1410397,1.96,4.5
Kepler-650 b,Kepler-650,3.03214559,2.96,9.06
Kepler-1400 b,Kepler-1400,9.06689421,1.62,3.26
Kepler-1211 b,Kepler-1211,11.01816836,2.55,7.04
